id,title,genres,keywords,cast,vote_average,vote_count,soup
13649,High School Musical 2,comedy drama family music,musical music summer teenager summer job,zac efron vanessa hudgens ashley tisdale lucas grabeel corbin bleu,6.1,843,musical music summer teenager summer job zac efron vanessa hudgens ashley tisdale lucas grabeel corbin bleu comedy drama family music
334527,Criminal Activities,thriller crime drama,mobster money problems borrow trouble classmates,dan stevens john travolta michael pitt jackie earle haley travis aaron wade,5.8,110,mobster money problems borrow trouble classmates dan stevens john travolta michael pitt jackie earle haley travis aaron wade thriller crime drama
82505,House at the End of the Street,horror thriller,mother daughter relationship cross dressing violence mother son relationship father son conflict,jennifer lawrence max thieriot elisabeth shue gil bellows nolan gerard funk,5.6,555,mother daughter relationship cross dressing violence mother son relationship father son conflict jennifer lawrence max thieriot elisabeth shue gil bellows nolan gerard funk horror thriller
46738,Incendies,drama war mystery,prison middle east rape muslim militia,lubna azabal muelissa duesormeauxpoulin maxim gaudette ruemy girard allen altman,7.9,479,prison middle east rape muslim militia lubna azabal muelissa duesormeauxpoulin maxim gaudette ruemy girard allen altman drama war mystery
7347,Elite Squad,drama action crime,slum police brutality brazilian war on drugs rio de janeiro,wagner moura caio junqueira andrue ramiro milhem cortaz fernanda machado,7.8,504,slum police brutality brazilian war on drugs rio de janeiro wagner moura caio junqueira andrue ramiro milhem cortaz fernanda machado drama action crime
250546,Annabelle,horror,prequel evil doll killer doll spin off doll,annabelle wallis ward horton tony amendola alfre woodard eric ladin,5.6,1517,prequel evil doll killer doll spin off doll annabelle wallis ward horton tony amendola alfre woodard eric ladin horror
650,Boyz n the Hood,crime drama,street gang black people rap music hiphop street war,laurence fishburne cuba gooding jr ice cube morris chestnut angela bassett,7.4,364,street gang black people rap music hiphop street war laurence fishburne cuba gooding jr ice cube morris chestnut angela bassett crime drama
16620,La Bamba,drama music,musical death dying young nostalgic mexican american,lou diamond phillips danielle von zerneck elizabeth peufa rosanna desoto esai morales,6.8,116,musical death dying young nostalgic mexican american lou diamond phillips danielle von zerneck elizabeth peufa rosanna desoto esai morales drama music
11033,Dressed to Kill,horror mystery thriller,transvestism taxi prostitute subway shower,michael caine angie dickinson nancy allen keith gordon dennis franz,6.8,157,transvestism taxi prostitute subway shower michael caine angie dickinson nancy allen keith gordon dennis franz horror mystery thriller
9430,Go,crime comedy thriller,ecstasy drug dealing drug reference to family circus high,sarah polley katie holmes jay mohr timothy olyphant william fichtner,7.0,196,ecstasy drug dealing drug reference to family circus high sarah polley katie holmes jay mohr timothy olyphant william fichtner crime comedy thriller
8998,Friends with Money,comedy drama romance,midlife crisis marriage money divorce fashion,catherine keener jason isaacs timm sharp jennifer aniston joan cusack,5.1,128,midlife crisis marriage money divorce fashion catherine keener jason isaacs timm sharp jennifer aniston joan cusack comedy drama romance
10514,The Andromeda Strain,science fiction thriller,nasa new mexico biological weapon epilepsy secret lab,arthur hill david wayne james olson kate reid paula kelly,7.0,190,nasa new mexico biological weapon epilepsy secret lab arthur hill david wayne james olson kate reid paula kelly science fiction thriller
76025,Shame,drama,pornography brother sister relationship sex addiction new york city thirty something,michael fassbender carey mulligan james badge dale nicole beharie alex manette,7.0,875,pornography brother sister relationship sex addiction new york city thirty something michael fassbender carey mulligan james badge dale nicole beharie alex manette drama
4836,Layer Cake,drama thriller crime,kidnapping ecstasy drug traffic drug mule hitman,daniel craig tom hardy colm meaney george harris sally hawkins,7.0,559,kidnapping ecstasy drug traffic drug mule hitman daniel craig tom hardy colm meaney george harris sally hawkins drama thriller crime
87499,The East,drama thriller,secret organization murder environmentalism vanity film ecoterrorists,brit marling alexander skarsguerd ellen page toby kebbell shiloh fernandez,6.5,305,secret organization murder environmentalism vanity film ecoterrorists brit marling alexander skarsguerd ellen page toby kebbell shiloh fernandez drama thriller
28089,The Messenger,drama history,independent film wounded soldier iraq war,ben foster woody harrelson jena malone eamonn walker samantha morton,7.1,119,independent film wounded soldier iraq war ben foster woody harrelson jena malone eamonn walker samantha morton drama history
5708,Control,drama,manchester city medicine new love epilepsy wife,sam riley samantha morton alexandra maria lara joe anderson james anthony pearson,7.5,200,manchester city medicine new love epilepsy wife sam riley samantha morton alexandra maria lara joe anderson james anthony pearson drama
218,The Terminator,action thriller science fiction,saving the world artificial intelligence rebel cyborg shotgun,arnold schwarzenegger michael biehn linda hamilton paul winfield lance henriksen,7.3,4128,saving the world artificial intelligence rebel cyborg shotgun arnold schwarzenegger michael biehn linda hamilton paul winfield lance henriksen action thriller science fiction
338,"Good bye, Lenin!",comedy drama romance,bureaucracy berlin wall police state coma loss of mother,daniel brufchl katrin sass chulpan khamatova maria simon florian lukas,7.4,586,bureaucracy berlin wall police state coma loss of mother daniel brufchl katrin sass chulpan khamatova maria simon florian lukas comedy drama romance
21641,The Damned United,drama,england leeds united sport brighton soccer,michael sheen timothy spall colm meaney jim broadbent maurice roeves,7.2,152,england leeds united sport brighton soccer michael sheen timothy spall colm meaney jim broadbent maurice roeves drama
10925,The Return of the Living Dead,comedy horror,female nudity crematorium nudity punk company,clu gulager james karen don calfa thom mathews john philbin,7.3,267,female nudity crematorium nudity punk company clu gulager james karen don calfa thom mathews john philbin comedy horror
2293,Mallrats,romance comedy,sex game show slacker shopping mall,jason lee jeremy london shannen doherty claire forlani ben affleck,6.8,392,sex game show slacker shopping mall jason lee jeremy london shannen doherty claire forlani ben affleck romance comedy
621,Grease,romance,flying car street gang running graduation musical,john travolta olivia newtonjohn stockard channing jeff conaway didi conn,7.2,1581,flying car street gang running graduation musical john travolta olivia newtonjohn stockard channing jeff conaway didi conn romance
792,Platoon,drama war action,famous score hero mine vietnam war village,tom berenger charlie sheen willem dafoe forest whitaker john c mcginley,7.5,1205,famous score hero mine vietnam war village tom berenger charlie sheen willem dafoe forest whitaker john c mcginley drama war action
1777,Fahrenheit 9/11,documentary,usa president jihad saudi arabia war on terror iraq,robert de niro michael moore george w bush ben affleck stevie wonder,6.8,397,usa president jihad saudi arabia war on terror iraq robert de niro michael moore george w bush ben affleck stevie wonder documentary
642,Butch Cassidy and the Sundance Kid,history drama western crime,wyoming historical figure loot sharing,paul newman robert redford katharine ross strother martin henry jones,7.4,650,wyoming historical figure loot sharing paul newman robert redford katharine ross strother martin henry jones history drama western crime
433,Mary Poppins,comedy family fantasy,london england dancing parents kids relationship bank brother sister relationship,julie andrews dick van dyke david tomlinson glynis johns hermione baddeley,7.4,1183,london england dancing parents kids relationship bank brother sister relationship julie andrews dick van dyke david tomlinson glynis johns hermione baddeley comedy family fantasy
16619,Ordinary People,drama,post traumatic stress disorder depression suicide attempt grief dysfunctional family,donald sutherland mary tyler moore judd hirsch timothy hutton m emmet walsh,7.4,145,post traumatic stress disorder depression suicide attempt grief dysfunctional family donald sutherland mary tyler moore judd hirsch timothy hutton m emmet walsh drama
1725,West Side Story,crime drama music,slum street gang love at first sight showdown puerto rican,natalie wood richard beymer russ tamblyn rita moreno george chakiris,7.0,389,slum street gang love at first sight showdown puerto rican natalie wood richard beymer russ tamblyn rita moreno george chakiris crime drama music
11977,Caddyshack,comedy,golf underwear sport golf course gopher,chevy chase rodney dangerfield ted knight michael okeefe bill murray,6.6,365,golf underwear sport golf course gopher chevy chase rodney dangerfield ted knight michael okeefe bill murray comedy
